generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,-0.316845,-0.203667,0.316845,1
2000,0,-0.0311451,-2.2141,0.0311451,0.628
4000,0,-0.499639,-0.381455,0.499639,0.6225
6000,0,-0.513949,-1.67055,0.513949,0.6005
8000,0,-0.151572,-2.60153,0.151572,0.5505
10000,0,-0.100934,-1.83452,0.100934,0.5645
12000,1,-1.6708,-1.02542,0.456784,0.6145
14000,2,-7.57179,-4.76226,0.786093,0.6415
16000,0,-1.24657,-1.71611,1.24657,0.6675
18000,0,-0.430031,-1.97176,0.430031,0.559
20000,0,-0.717071,-0.765802,0.717071,0.667
22000,0,-0.197101,-2.18287,0.197101,0.6055
24000,1,-3.4552,-2.21251,1.67907,0.6025
26000,0,-0.647475,-0.854557,0.647475,0.688
28000,1,-2.26754,-2.73915,0.239707,0.6465
30000,0,-0.193352,-0.900251,0.193352,0.6185
32000,2,-3.65673,-1.39679,1.66897,0.6025
34000,0,-0.697187,-1.97439,0.697187,0.6095
36000,0,-0.787499,-1.93024,0.787499,0.5955
38000,0,-0.035553,-2.11331,0.035553,0.6325
40000,0,-0.562465,-1.66489,0.562465,0.57
42000,1,-4.18973,-1.55411,1.62376,0.662
44000,0,-0.244705,-1.07717,0.244705,0.629
46000,1,-3.90707,-2.24302,1.74993,0.658
48000,1,-1.5135,-1.88864,0.626657,0.588
50000,0,-0.546693,-3.53338,0.546693,0.6585
52000,1,-2.63306,-2.25813,1.81483,0.59
54000,0,-0.462825,-0.731778,0.462825,0.684
56000,0,-1.66833,-0.232979,1.66833,0.593
58000,0,-0.634188,-3.88781,0.634188,0.629
60000,0,-0.321632,-1.18041,0.321632,0.5625
62000,0,-0.575648,-1.86207,0.575648,0.628
64000,0,-0.178782,-0.299686,0.178782,0.6135
66000,0,-1.9096,-1.17928,1.9096,0.6365
68000,0,-1.77574,-3.72726,1.77574,0.6135
70000,0,-0.605239,-2.45651,0.605239,0.631
72000,0,-1.54461,-5.45326,1.54461,0.607
74000,0,-0.0774823,-2.75366,0.0774823,0.6235
76000,0,-0.007197,-0.511956,0.007197,0.626
78000,0,-0.668564,-2.32904,0.668564,0.665
80000,0,-0.0807224,-0.929342,0.0807224,0.616
82000,0,-0.0849156,-1.97992,0.0849156,0.704
84000,0,-0.284673,-1.93933,0.284673,0.5875
86000,0,-0.221612,-2.3672,0.221612,0.635
88000,0,-0.863751,-0.768006,0.863751,0.6115
90000,0,-0.16143,-2.2409,0.16143,0.647
92000,0,-0.318589,-1.4404,0.318589,0.6205
94000,0,-1.48528,-0.945526,1.48528,0.6185
96000,1,-2.58011,-2.22143,1.24764,0.641
98000,0,-0.379955,-0.326492,0.379955,0.566
100000,0,-0.258598,-1.4404,0.258598,0.606
102000,5,-11.773,-5.5305,2.33191,0.671
104000,0,-0.113656,-1.83033,0.113656,0.7105
106000,4,-10.2525,-3.34553,2.1356,0.6015
108000,0,-0.0782529,-3.37907,0.0782529,0.606
110000,2,-6.57611,-1.37559,0.691268,0.613
112000,0,-0.230194,-1.50155,0.230194,0.6255
114000,0,-0.196374,-4.0118,0.196374,0.6035
116000,1,-2.52333,-0.813933,1.50455,0.648
