generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,-1,-15.6796,1,1
2000,0,-0.0960737,-15.2194,0.0960737,0.5115
4000,0,-0.496599,-15.8377,0.496599,0.526
6000,0,-0.37576,-15.572,0.37576,0.5215
8000,0,-1.58699,-14.5597,1.58699,0.5205
10000,0,-0.178899,-16.8921,0.178899,0.4815
12000,1,-0.037331,-17.8084,1.32688,0.538
14000,0,-0.0241191,-16.0195,0.0241191,0.537
16000,0,-1.05197,-15.2885,1.05197,0.4945
18000,0,-0.522732,-14.8588,0.522732,0.538
20000,1,-0.205102,-15.8824,1.60503,0.511
22000,0,-0.279027,-15.491,0.279027,0.5645
24000,0,-0.146188,-15.1806,0.146188,0.535
26000,0,-0.051141,-16.2902,0.051141,0.518
28000,0,-0.901736,-15.2275,0.901736,0.5825
30000,0,-0.0752772,-15.7742,0.0752772,0.5065
32000,0,-0.0636037,-16.3298,0.0636037,0.514
34000,0,-0.0660318,-18.1485,0.0660318,0.5235
36000,0,-0.13098,-14.9632,0.13098,0.593
38000,0,-0.690664,-15.9545,0.690664,0.507
40000,0,-1.71432,-15.9935,1.71432,0.527
42000,0,-0.0940075,-17.2663,0.0940075,0.519
44000,0,-0.507026,-15.2466,0.507026,0.501
46000,1,0.00185916,-15.1631,0.958612,0.584
48000,3,-0.932845,-14.9977,1.43806,0.581
50000,0,-1.38028,-16.0152,1.38028,0.6065
52000,0,-0.950935,-15.5357,0.950935,0.5215
54000,2,0.496569,-16.242,2.34301,0.5935
56000,0,-0.249541,-17.0677,0.249541,0.5495
58000,0,-0.416318,-16.5131,0.416318,0.5385
60000,0,-0.0295107,-15.3764,0.0295107,0.567
62000,0,-0.160935,-15.2106,0.160935,0.5265
64000,1,-0.775393,-15.0354,0.119558,0.541
66000,1,0.567733,-16.2161,0.111686,0.4995
68000,0,-0.596769,-15.6913,0.596769,0.523
70000,0,-0.0285987,-16.6507,0.0285987,0.565
72000,0,-1.1095,-15.8962,1.1095,0.5925
74000,0,-0.968976,-15.201,0.968976,0.6315
76000,0,-0.363457,-15.671,0.363457,0.5275
78000,0,-0.0541056,-17.0458,0.0541056,0.5015
80000,3,-1.16287,-19.9514,3.10355,0.5175
82000,0,-1.53189,-19.6065,1.53189,0.5855
84000,1,0.0105379,-15.1127,1.37628,0.5305
86000,0,-0.568189,-14.7897,0.568189,0.495
88000,0,-0.69202,-14.9019,0.69202,0.5575
90000,0,-0.70388,-14.7564,0.70388,0.5245
92000,0,-0.279477,-16.4858,0.279477,0.52
94000,0,-0.0748307,-14.839,0.0748307,0.644
96000,0,-0.185818,-14.915,0.185818,0.5835
98000,0,-0.0616413,-14.9936,0.0616413,0.5275
100000,0,-0.0283187,-16.5574,0.0283187,0.4955
102000,0,-0.487601,-15.4799,0.487601,0.5245
104000,3,-2.86933,-19.6235,0.934625,0.5335
106000,0,-0.165983,-17.1268,0.165983,0.5515
108000,2,0.348197,-19.709,0.184434,0.513
110000,1,-1.19557,-16.6678,0.835083,0.584
112000,0,-0.0608062,-16.1696,0.0608062,0.525
114000,0,-1.23087,-15.0149,1.23087,0.5175
116000,0,-0.669855,-14.9381,0.669855,0.583
118000,0,-1.54396,-15.7189,1.54396,0.614
120000,0,-0.176335,-16.2868,0.176335,0.561
122000,0,-0.436332,-16.568,0.436332,0.53
124000,0,-0.112412,-14.7993,0.112412,0.5885
126000,1,-0.475511,-18.4196,0.803029,0.539
128000,0,-0.0640604,-15.2464,0.0640604,0.502
130000,0,-0.599326,-15.6551,0.599326,0.5915
132000,2,-2.37066,-17.5736,1.02938,0.564
134000,0,-0.380622,-15.7311,0.380622,0.507
136000,1,-2.30308,-15.0855,1.87666,0.5665
138000,0,-2.7077,-15.7655,2.7077,0.5785
140000,1,0.987509,-14.9464,0.394037,0.569
142000,0,-0.0491065,-16.2965,0.0491065,0.5745
144000,0,-0.209366,-15.457,0.209366,0.4965
146000,0,-0.193647,-15.3566,0.193647,0.625
148000,1,0.845705,-17.6008,0.114191,0.519
150000,1,-1.40565,-15.8616,1.37866,0.5965
152000,1,-1.12882,-16.7023,0.931447,0.5515
154000,0,-0.198564,-14.8767,0.198564,0.538
156000,0,-0.399433,-14.6664,0.399433,0.533
158000,0,-1.09161,-16.5972,1.09161,0.518
160000,0,-0.00651797,-16.6319,0.00651797,0.516
162000,0,-0.0957675,-14.7794,0.0957675,0.557
164000,0,-0.349343,-14.5927,0.349343,0.5035
166000,0,-0.774498,-14.7546,0.774498,0.5885
168000,0,-0.334342,-16.5376,0.334342,0.5395
170000,0,-0.830494,-14.8832,0.830494,0.506
172000,0,-0.194658,-15.4505,0.194658,0.509
174000,0,-0.240803,-15.8474,0.240803,0.5125
176000,0,-0.259968,-15.7819,0.259968,0.558
178000,0,-0.0574534,-14.8436,0.0574534,0.5125
180000,0,-1.27951,-15.9988,1.27951,0.5235
182000,0,-1.15776,-17.7678,1.15776,0.512
184000,1,0.558837,-15.4664,0.751456,0.538
186000,1,0.228786,-16.1805,0.976865,0.6115
188000,0,-0.58096,-14.8895,0.58096,0.5475
190000,0,-0.0235616,-15.954,0.0235616,0.6335
192000,0,-0.445265,-17.0446,0.445265,0.49
194000,0,-0.248147,-15.0036,0.248147,0.522
196000,0,-0.862142,-16.4301,0.862142,0.625
198000,0,-0.173348,-15.6593,0.173348,0.504
200000,0,-0.342209,-17.1259,0.342209,0.503
202000,0,-0.104733,-15.9246,0.104733,0.5105
204000,0,-0.080788,-15.6309,0.080788,0.51
206000,1,0.951428,-15.8712,0.636928,0.537
208000,0,-0.187074,-17.6326,0.187074,0.486
210000,0,-0.506068,-15.9465,0.506068,0.569
212000,0,-0.638622,-14.6243,0.638622,0.525
214000,0,-0.410325,-17.8628,0.410325,0.6085
216000,1,-1.51395,-19.3209,0.686983,0.546
218000,0,-0.0657885,-16.3621,0.0657885,0.5005
220000,0,-0.539863,-15.2129,0.539863,0.529
222000,0,-0.674355,-16.4798,0.674355,0.551
224000,1,0.567352,-15.3782,0.745823,0.637
226000,1,0.205616,-14.7015,0.0553724,0.5675
228000,0,-0.548788,-16.558,0.548788,0.5195
230000,0,-0.265828,-14.736,0.265828,0.4875
232000,0,-0.262917,-15.6295,0.262917,0.597
234000,0,-0.119811,-16.2015,0.119811,0.514
236000,0,-0.0474032,-14.8186,0.0474032,0.4765
